scenario,nameOM,nameMP,keyVar,plotOrder,species,simYears,harvContRule,benchmark,canER,usER,propMixHigh,enRouteMort,constrain,singleHCR,moveTAC,prodRegime,startYear,endYear,rho,arSigTransform,correlCU,corrMat,tauCatch,obsSig,mixOUSig,singOUSig,obsMixCatchSig,obsSingCatchSig,obsAgeErr,lowCatchThresh,highCatchThresh,extinctThresh,adjustSig,adjustAge,adjustForecast,adjustEnRouteSig,preFMigMort
forecastSingHCR,ref,fore_0.5fixedER,ppnMix,3,sockeye,20,fixedER,stockRecruit,0.35,NA,0.5,TRUE,TRUE,forecast,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
forecastSingHCR,ref,fore_0.25fixedER,ppnMix,4,sockeye,20,fixedER,stockRecruit,0.35,NA,0.25,TRUE,TRUE,forecast,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
forecastSingHCR,ref,fore_0.0fixedER,ppnMix,5,sockeye,20,fixedER,stockRecruit,0.35,NA,0,TRUE,TRUE,forecast,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_fullEnRoute,fullEnRoute,retro_1.0fixedER,ppnMix,1,sockeye,20,fixedER,stockRecruit,0.35,NA,1,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,1
retroSingHCR_fullEnRoute,fullEnRoute,retro_0.75fixedER,ppnMix,2,sockeye,20,fixedER,stockRecruit,0.35,NA,0.75,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,1
retroSingHCR_fullEnRoute,fullEnRoute,retro_0.5fixedER,ppnMix,3,sockeye,20,fixedER,stockRecruit,0.35,NA,0.5,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,1
retroSingHCR_fullEnRoute,fullEnRoute,retro_0.25fixedER,ppnMix,4,sockeye,20,fixedER,stockRecruit,0.35,NA,0.25,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,1
retroSingHCR_fullEnRoute,fullEnRoute,retro_0.0fixedER,ppnMix,5,sockeye,20,fixedER,stockRecruit,0.35,NA,0,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,1
retroSingHCR_TAM,ref,retro_1.0TAM,ppnMix,1,sockeye,20,TAM,stockRecruit,NA,NA,1,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_TAM,ref,retro_0.75TAM,ppnMix,2,sockeye,20,TAM,stockRecruit,NA,NA,0.75,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_TAM,ref,retro_0.5TAM,ppnMix,3,sockeye,20,TAM,stockRecruit,NA,NA,0.5,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_TAM,ref,retro_0.25TAM,ppnMix,4,sockeye,20,TAM,stockRecruit,NA,NA,0.25,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_TAM,ref,retro_0.0TAM,ppnMix,5,sockeye,20,TAM,stockRecruit,NA,NA,0,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_skewedN,skewN,retro_1.0fixedER,ppnMix,1,sockeye,20,fixedER,stockRecruit,0.35,NA,1,TRUE,TRUE,retro,FALSE,skew,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_skewedN,skewN,retro_0.75fixedER,ppnMix,2,sockeye,20,fixedER,stockRecruit,0.35,NA,0.75,TRUE,TRUE,retro,FALSE,skew,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_skewedN,skewN,retro_0.5fixedER,ppnMix,3,sockeye,20,fixedER,stockRecruit,0.35,NA,0.5,TRUE,TRUE,retro,FALSE,skew,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_skewedN,skewN,retro_0.25fixedER,ppnMix,4,sockeye,20,fixedER,stockRecruit,0.35,NA,0.25,TRUE,TRUE,retro,FALSE,skew,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_skewedN,skewN,retro_0.0fixedER,ppnMix,5,sockeye,20,fixedER,stockRecruit,0.35,NA,0,TRUE,TRUE,retro,FALSE,skew,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_highCorr,highCorr,retro_1.0fixedER,ppnMix,1,sockeye,20,fixedER,stockRecruit,0.35,NA,1,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.75,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_highCorr,highCorr,retro_0.75fixedER,ppnMix,2,sockeye,20,fixedER,stockRecruit,0.35,NA,0.75,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.75,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_highCorr,highCorr,retro_0.5fixedER,ppnMix,3,sockeye,20,fixedER,stockRecruit,0.35,NA,0.5,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.75,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_highCorr,highCorr,retro_0.25fixedER,ppnMix,4,sockeye,20,fixedER,stockRecruit,0.35,NA,0.25,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.75,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
retroSingHCR_highCorr,highCorr,retro_0.0fixedER,ppnMix,5,sockeye,20,fixedER,stockRecruit,0.35,NA,0,TRUE,TRUE,retro,FALSE,med,NA,NA,0.2,TRUE,0.75,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0
